epoch,iteration,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
138,140,0.112,0.577,0.281,0.149,0.181,0.432,0.461,0.057
138,240,0.086,0.661,0.313,0.173,0.329,0.193,0.596,0.08
138,340,0.092,0.314,0.425,0.18,0.152,0.668,0.655,0.086
138,440,0.191,0.501,0.318,0.16,0.105,0.405,0.534,0.078
138,540,0.057,0.538,0.377,0.162,0.15,0.527,0.484,0.073
138,640,0.402,0.701,0.407,0.233,0.187,0.197,0.602,0.109
138,740,0.177,0.66,0.344,0.144,0.141,0.405,0.475,0.079
138,840,0.048,0.646,0.437,0.149,0.119,0.637,0.553,0.113
138,940,0.133,0.254,0.383,0.176,0.144,0.479,0.551,0.098
138,1040,0.04,0.66,0.307,0.131,0.162,0.515,0.488,0.083
139,20,0.086,0.428,0.354,0.131,0.104,0.45,0.507,0.08
139,120,0.075,0.507,0.431,0.129,0.115,0.643,0.476,0.107
139,220,0.11,0.798,0.249,0.123,0.343,0.659,0.428,0.066
139,320,0.081,0.451,0.353,0.143,0.144,0.191,0.51,0.079
139,420,0.038,0.668,0.493,0.19,0.111,0.38,0.614,0.114
139,520,0.126,0.393,0.489,0.113,0.205,0.246,0.408,0.105
139,620,0.051,0.615,0.36,0.162,0.079,0.533,0.468,0.091
139,720,0.196,0.578,0.58,0.17,0.186,0.648,0.557,0.155
139,820,0.137,0.558,0.245,0.114,0.215,0.35,0.387,0.058
139,920,0.085,0.612,0.328,0.164,0.047,0.767,0.457,0.087
139,1020,0.033,1.019,0.257,0.105,0.246,0.275,0.415,0.062
139,1120,0.125,0.385,0.306,0.134,0.191,0.481,0.394,0.142
140,100,0.068,0.605,0.285,0.133,0.227,0.475,0.509,0.079
140,200,0.029,0.733,0.342,0.134,0.064,0.66,0.493,0.096
140,300,0.058,0.667,0.339,0.103,0.057,0.466,0.391,0.09
140,400,0.021,0.8,0.229,0.129,0.223,0.521,0.514,0.059
140,500,0.199,0.58,0.32,0.087,0.126,0.514,0.31,0.098
140,600,0.023,0.95,0.473,0.154,0.071,0.494,0.526,0.131
140,700,0.041,0.876,0.334,0.229,0.085,0.521,0.504,0.087
140,800,0.105,0.99,0.379,0.174,0.12,0.408,0.574,0.077
140,900,0.03,0.798,0.346,0.149,0.03,0.711,0.562,0.088
140,1000,0.064,0.529,0.357,0.144,0.107,0.399,0.568,0.07
140,1100,0.076,0.479,0.36,0.131,0.065,0.673,0.491,0.082
141,80,0.19,0.59,0.464,0.13,0.069,0.254,0.489,0.114
141,180,0.043,0.609,0.458,0.15,0.232,0.609,0.536,0.158
141,280,0.13,0.518,0.345,0.116,0.236,0.265,0.383,0.074
141,380,0.178,0.445,0.289,0.182,0.108,0.471,0.393,0.084
141,480,0.237,0.818,0.328,0.132,0.108,0.375,0.45,0.091
141,580,0.033,0.27,0.341,0.262,0.027,0.133,0.525,0.079
141,680,0.102,0.256,0.328,0.129,0.089,0.427,0.477,0.089
141,780,0.123,0.507,0.392,0.14,0.166,0.43,0.52,0.1
141,880,0.222,0.569,0.339,0.095,0.222,0.492,0.344,0.092
141,980,0.065,0.562,0.305,0.16,0.098,0.467,0.548,0.089
141,1080,0.117,0.658,0.322,0.168,0.041,0.635,0.445,0.09
142,60,0.237,0.93,0.378,0.168,0.211,0.441,0.39,0.094
142,160,0.073,0.529,0.425,0.155,0.2,0.613,0.588,0.136
142,260,0.168,0.686,0.312,0.101,0.16,0.554,0.383,0.072
142,360,0.101,0.44,0.337,0.144,0.323,0.381,0.456,0.078
142,460,0.283,0.791,0.232,0.155,0.282,0.356,0.423,0.059
142,560,0.195,0.992,0.472,0.104,0.249,0.489,0.336,0.135
142,660,0.103,0.813,0.198,0.151,0.233,0.455,0.499,0.056
142,760,0.084,0.471,0.308,0.141,0.069,0.698,0.548,0.08
142,860,0.043,0.616,0.326,0.131,0.066,0.427,0.509,0.08
142,960,0.053,0.673,0.333,0.138,0.073,0.478,0.487,0.091
142,1060,0.299,0.461,0.372,0.191,0.211,0.534,0.487,0.082
143,40,0.083,0.586,0.227,0.149,0.286,0.44,0.566,0.064
143,140,0.044,0.785,0.211,0.183,0.101,0.424,0.683,0.076
143,240,0.089,0.573,0.444,0.143,0.134,0.406,0.442,0.133
143,340,0.055,0.527,0.444,0.134,0.137,0.523,0.508,0.113
143,440,0.176,0.768,0.33,0.24,0.048,0.859,0.617,0.086
143,540,0.079,0.517,0.36,0.15,0.157,0.462,0.491,0.103
143,640,0.028,0.621,0.527,0.145,0.097,0.435,0.545,0.118
143,740,0.098,0.487,0.282,0.171,0.217,0.318,0.557,0.085
143,840,0.027,0.731,0.233,0.146,0.203,0.452,0.533,0.07
143,940,0.051,0.549,0.323,0.144,0.078,0.479,0.555,0.09
143,1040,0.082,0.634,0.393,0.182,0.159,0.524,0.611,0.147
144,20,0.133,0.567,0.288,0.133,0.249,0.257,0.466,0.072
144,120,0.128,0.575,0.327,0.103,0.08,0.432,0.376,0.091
144,220,0.07,0.538,0.301,0.181,0.055,0.56,0.626,0.087
144,320,0.18,0.768,0.302,0.114,0.307,0.436,0.479,0.066
144,420,0.046,0.731,0.4,0.143,0.189,0.509,0.474,0.103
144,520,0.057,0.661,0.384,0.133,0.203,0.447,0.485,0.075
144,620,0.043,0.908,0.348,0.105,0.055,0.547,0.408,0.081
144,720,0.041,0.627,0.322,0.148,0.099,0.333,0.531,0.089
144,820,0.046,0.694,0.436,0.141,0.154,0.453,0.504,0.098
144,920,0.16,0.862,0.238,0.119,0.162,0.345,0.412,0.073
144,1020,0.093,0.649,0.325,0.168,0.035,0.594,0.493,0.085
144,1120,0.204,0.781,0.464,0.135,0.1,0.438,0.491,0.117
145,100,0.081,0.533,0.322,0.21,0.051,0.397,0.52,0.09
145,200,0.078,0.619,0.488,0.136,0.231,0.601,0.5,0.153
145,300,0.045,0.634,0.261,0.17,0.113,0.459,0.596,0.085
145,400,0.156,0.418,0.342,0.122,0.058,0.409,0.4,0.085
145,500,0.142,0.566,0.316,0.126,0.202,0.274,0.461,0.069
145,600,0.051,0.513,0.312,0.159,0.074,0.493,0.556,0.077
145,700,0.058,0.556,0.328,0.144,0.198,0.753,0.543,0.076
145,800,0.087,0.578,0.304,0.129,0.278,0.627,0.504,0.083
145,900,0.052,0.577,0.238,0.13,0.151,0.504,0.493,0.083
145,1000,0.192,0.626,0.315,0.123,0.177,0.216,0.384,0.084
145,1100,0.053,0.607,0.451,0.139,0.114,0.415,0.532,0.112
146,80,0.026,0.697,0.361,0.125,0.042,0.592,0.495,0.092
146,180,0.109,0.348,0.382,0.143,0.219,0.399,0.446,0.112
146,280,0.05,0.567,0.383,0.136,0.106,0.452,0.5,0.076
146,380,0.137,0.515,0.345,0.147,0.079,0.46,0.441,0.093
146,480,0.048,0.506,0.413,0.103,0.149,0.545,0.41,0.093
146,580,0.061,0.504,0.331,0.144,0.06,0.298,0.503,0.086
146,680,0.06,1.013,0.272,0.169,0.349,0.265,0.599,0.067
146,780,0.136,0.702,0.277,0.091,0.121,0.453,0.384,0.07
146,880,0.107,0.36,0.312,0.139,0.376,0.638,0.483,0.074
146,980,0.035,0.668,0.411,0.122,0.067,0.524,0.47,0.112
146,1080,0.159,0.646,0.239,0.141,0.137,0.536,0.492,0.069
147,60,0.079,0.446,0.484,0.127,0.093,0.478,0.473,0.115
147,160,0.053,0.833,0.27,0.142,0.248,0.598,0.488,0.071
147,260,0.124,0.603,0.309,0.105,0.273,0.543,0.329,0.064
147,360,0.042,0.636,0.321,0.146,0.074,0.456,0.51,0.086
147,460,0.047,0.749,0.322,0.17,0.279,0.411,0.575,0.08
147,560,0.019,0.818,0.275,0.126,0.14,0.474,0.484,0.069
147,660,0.054,0.906,0.26,0.141,0.177,0.514,0.492,0.056
147,760,0.18,0.728,0.322,0.127,0.085,0.425,0.47,0.087
147,860,0.023,0.763,0.336,0.136,0.081,0.64,0.519,0.088
147,960,0.227,1.072,0.244,0.121,0.102,0.389,0.436,0.075
147,1060,0.042,0.651,0.425,0.144,0.084,0.358,0.529,0.1
148,40,0.036,0.61,0.306,0.137,0.076,0.565,0.524,0.078
148,140,0.026,0.758,0.405,0.132,0.044,0.659,0.506,0.107
148,240,0.077,0.852,0.271,0.125,0.137,0.522,0.482,0.072
148,340,0.037,0.498,0.489,0.129,0.082,0.486,0.505,0.113
148,440,0.105,0.805,0.225,0.167,0.105,0.368,0.523,0.054
148,540,0.204,0.794,0.378,0.109,0.154,0.442,0.339,0.115
148,640,0.063,0.548,0.253,0.133,0.202,0.654,0.494,0.069
148,740,0.115,0.364,0.327,0.132,0.188,0.389,0.449,0.068
148,840,0.056,0.598,0.4,0.136,0.248,0.493,0.482,0.131
148,940,0.041,0.609,0.31,0.132,0.082,0.313,0.496,0.077
148,1040,0.213,0.65,0.338,0.109,0.075,0.454,0.388,0.089
149,20,0.22,0.556,0.325,0.142,0.111,0.392,0.44,0.081
149,120,0.028,0.647,0.29,0.149,0.313,0.653,0.476,0.088
149,220,0.074,0.419,0.322,0.149,0.06,0.471,0.469,0.09
149,320,0.071,0.583,0.317,0.199,0.058,0.524,0.611,0.086
149,420,0.166,0.426,0.467,0.167,0.087,0.46,0.522,0.113
149,520,0.15,0.524,0.392,0.135,0.134,0.574,0.396,0.096
149,620,0.137,0.425,0.504,0.189,0.254,0.415,0.67,0.141
149,720,0.05,0.587,0.419,0.141,0.089,0.439,0.514,0.11
149,820,0.027,0.72,0.28,0.13,0.218,0.675,0.543,0.07
149,920,0.029,0.917,0.324,0.176,0.06,0.521,0.603,0.085
149,1020,0.247,0.863,0.458,0.115,0.156,0.478,0.44,0.143
149,1120,0.137,0.724,0.373,0.16,0.205,0.724,0.428,0.09
150,100,0.048,0.609,0.304,0.13,0.077,0.404,0.493,0.078
150,200,0.05,0.577,0.423,0.134,0.2,0.612,0.523,0.11
150,300,0.087,0.47,0.33,0.144,0.047,0.597,0.529,0.093
150,400,0.035,0.545,0.311,0.13,0.085,0.408,0.481,0.086
150,500,0.052,0.582,0.292,0.127,0.143,0.438,0.483,0.07
150,600,0.127,0.447,0.473,0.124,0.062,0.585,0.462,0.116
150,700,0.233,0.503,0.328,0.149,0.086,0.413,0.482,0.091
150,800,0.167,0.542,0.384,0.172,0.12,0.532,0.424,0.123
150,900,0.031,0.736,0.345,0.193,0.058,0.528,0.623,0.088
150,1000,0.025,0.91,0.371,0.1,0.064,0.507,0.38,0.088
150,1100,0.11,0.72,0.278,0.116,0.188,0.515,0.393,0.061
35,100,0.292,1.431,0.281,0.223,0.112,0.444,0.735,0.077
35,200,0.035,0.851,0.284,0.152,0.55,0.779,0.602,0.115
35,300,0.161,0.353,0.533,0.169,0.189,0.528,0.657,0.088
35,400,0.05,0.553,0.489,0.214,0.159,0.35,0.769,0.101
35,500,0.035,0.878,0.758,0.184,0.164,0.465,0.607,0.137
35,600,0.043,0.478,0.527,0.209,0.215,0.411,0.647,0.098
35,700,0.027,0.89,0.485,0.145,0.148,0.186,0.522,0.166
35,800,0.195,0.779,0.464,0.167,0.149,0.167,0.667,0.108
35,900,0.029,0.91,0.421,0.158,0.343,0.837,0.624,0.095
35,1000,0.094,0.303,0.601,0.13,0.223,0.507,0.465,0.129
35,1100,0.041,0.971,0.342,0.277,0.07,0.572,0.909,0.155
36,80,0.074,0.992,0.694,0.147,0.174,0.351,0.573,0.114
36,180,0.19,1.52,0.359,0.181,0.145,0.404,0.622,0.105
36,280,0.094,0.52,0.508,0.142,0.074,0.551,0.525,0.14
36,380,0.143,0.347,0.47,0.135,0.21,0.569,0.566,0.12
36,480,0.073,0.902,0.64,0.19,0.11,0.463,0.675,0.12
36,580,0.18,0.593,0.559,0.224,0.095,0.866,0.591,0.097
36,680,0.036,0.748,0.335,0.237,0.029,0.993,0.722,0.089
36,780,0.027,0.423,0.234,0.178,0.17,0.453,0.616,0.064
36,880,0.199,1.438,0.485,0.194,0.149,0.328,0.65,0.125
36,980,0.102,0.297,0.366,0.123,0.313,0.235,0.452,0.1
36,1080,0.039,0.943,0.273,0.104,0.196,0.508,0.45,0.08
37,60,0.157,0.558,0.327,0.168,0.141,0.356,0.539,0.098
37,160,0.138,0.414,0.333,0.312,0.059,0.475,0.779,0.096
37,260,0.07,1.003,0.504,0.147,0.132,1.105,0.658,0.097
37,360,0.144,1.083,0.808,0.239,0.125,0.448,0.745,0.201
37,460,0.056,0.446,0.354,0.145,0.2,0.473,0.564,0.091
37,560,0.049,0.661,0.336,0.118,0.052,0.244,0.425,0.113
37,660,0.128,0.89,0.572,0.144,0.095,0.6,0.593,0.193
37,760,0.03,0.69,0.422,0.171,0.107,0.458,0.542,0.093
37,860,0.093,0.472,0.479,0.145,0.185,0.392,0.607,0.072
37,960,0.11,1.195,0.356,0.143,0.144,0.308,0.545,0.098
37,1060,0.153,0.284,0.781,0.216,0.177,0.341,0.721,0.182
38,40,0.238,0.758,0.321,0.139,0.1,0.164,0.542,0.096
38,140,0.082,0.506,0.444,0.199,0.277,0.549,0.602,0.113
38,240,0.209,0.31,0.517,0.12,0.249,0.717,0.478,0.131
38,340,0.024,0.849,0.405,0.182,0.032,0.986,0.84,0.156
38,440,0.074,0.289,0.293,0.149,0.222,0.521,0.569,0.074
38,540,0.062,0.578,0.394,0.233,0.095,0.356,0.647,0.073
38,640,0.04,0.426,0.507,0.169,0.273,0.734,0.629,0.116
38,740,0.223,0.767,0.383,0.153,0.196,0.232,0.643,0.094
38,840,0.049,1.084,0.426,0.157,0.112,0.495,0.571,0.166
38,940,0.024,0.854,0.511,0.135,0.354,0.586,0.5,0.162
38,1040,0.294,0.697,0.321,0.194,0.097,0.437,0.685,0.09
39,20,0.072,0.573,0.386,0.181,0.256,0.199,0.668,0.097
39,120,0.103,0.482,0.321,0.25,0.149,0.281,0.776,0.088
39,220,0.037,0.593,0.339,0.182,0.046,0.64,0.592,0.099
39,320,0.364,0.773,0.277,0.148,0.163,0.126,0.512,0.093
39,420,0.246,0.251,0.478,0.124,0.216,0.253,0.404,0.138
39,520,0.118,0.589,0.339,0.089,0.096,0.414,0.332,0.109
39,620,0.071,0.265,0.479,0.137,0.21,0.302,0.642,0.125
39,720,0.235,0.807,0.326,0.127,0.105,0.374,0.463,0.093
39,820,0.098,0.411,0.515,0.154,0.123,0.408,0.541,0.123
39,920,0.06,0.634,0.325,0.123,0.057,0.64,0.42,0.1
39,1020,0.133,0.252,0.503,0.17,0.155,0.448,0.688,0.114
39,1120,0.127,0.745,0.286,0.114,0.242,0.584,0.448,0.081
40,100,0.067,0.397,0.369,0.175,0.177,0.336,0.57,0.099
40,200,0.053,0.266,0.644,0.154,0.19,0.387,0.427,0.213
40,300,0.068,0.408,0.295,0.141,0.166,0.587,0.539,0.075
40,400,0.099,0.808,0.597,0.151,0.276,1.109,0.557,0.118
40,500,0.082,0.943,0.332,0.132,0.165,0.261,0.557,0.101
40,600,0.029,0.805,0.5,0.149,0.091,0.602,0.51,0.124
40,700,0.022,0.929,0.354,0.17,0.053,0.454,0.508,0.093
40,800,0.299,1.154,0.405,0.159,0.341,0.706,0.438,0.11
40,900,0.188,0.274,0.433,0.182,0.303,0.801,0.494,0.139
40,1000,0.25,0.613,0.295,0.114,0.243,0.181,0.493,0.1
40,1100,0.126,0.384,0.538,0.146,0.105,0.258,0.532,0.158
41,80,0.348,1.142,0.398,0.134,0.148,0.315,0.509,0.084
41,180,0.067,0.811,0.597,0.115,0.054,0.424,0.482,0.169
41,280,0.051,0.583,0.339,0.139,0.067,0.537,0.484,0.126
41,380,0.102,0.414,0.364,0.133,0.263,0.33,0.534,0.085
41,480,0.063,0.316,0.527,0.143,0.215,0.615,0.491,0.143
41,580,0.261,0.352,0.626,0.125,0.063,0.257,0.616,0.096
41,680,0.109,0.276,0.397,0.091,0.078,0.195,0.358,0.112
41,780,0.12,0.465,0.328,0.105,0.037,0.62,0.414,0.099
41,880,0.036,0.619,0.353,0.158,0.21,0.211,0.559,0.111
41,980,0.086,0.816,0.321,0.171,0.138,0.21,0.578,0.073
41,1080,0.207,0.249,0.31,0.147,0.158,0.246,0.577,0.068
42,60,0.185,0.75,0.291,0.186,0.312,0.274,0.553,0.075
42,160,0.328,0.705,0.537,0.116,0.134,0.708,0.363,0.135
42,260,0.211,0.605,0.481,0.151,0.144,0.423,0.498,0.207
42,360,0.53,1.285,0.376,0.12,0.032,0.423,0.525,0.101
42,460,0.305,0.809,0.54,0.237,0.107,0.239,0.585,0.146
42,560,0.21,0.614,0.547,0.138,0.145,0.489,0.398,0.103
42,660,0.204,1.012,0.69,0.184,0.218,0.254,0.615,0.191
42,760,0.249,0.628,0.559,0.164,0.12,0.42,0.554,0.2
42,860,0.14,0.518,0.422,0.139,0.42,0.095,0.674,0.083
42,960,0.022,0.95,0.466,0.171,0.055,0.46,0.507,0.126
42,1060,0.256,0.28,0.741,0.111,0.213,0.302,0.395,0.144
43,40,0.072,0.598,0.321,0.148,0.101,0.412,0.558,0.096
43,140,0.145,0.769,0.344,0.131,0.227,0.165,0.558,0.066
43,240,0.139,0.342,0.321,0.13,0.045,0.387,0.499,0.092
43,340,0.08,0.711,0.328,0.158,0.133,0.49,0.517,0.119
43,440,0.164,0.37,0.329,0.149,0.039,0.47,0.48,0.09
43,540,0.081,0.691,0.318,0.156,0.223,0.179,0.577,0.097
43,640,0.382,0.27,0.253,0.24,0.256,0.163,0.594,0.101
43,740,0.069,0.498,0.387,0.135,0.077,0.637,0.476,0.077
43,840,0.084,0.599,0.321,0.156,0.051,0.744,0.537,0.097
43,940,0.033,0.529,0.37,0.148,0.324,0.309,0.549,0.084
43,1040,0.082,1.176,0.501,0.142,0.111,0.585,0.535,0.114
44,20,0.104,0.325,0.283,0.165,0.152,0.347,0.462,0.126
44,120,0.085,0.28,0.476,0.148,0.311,0.832,0.49,0.133
44,220,0.145,0.428,0.343,0.135,0.266,0.374,0.466,0.101
44,320,0.054,0.709,0.358,0.179,0.022,0.99,0.591,0.124
44,420,0.148,0.421,0.566,0.114,0.105,0.245,0.426,0.143
44,520,0.082,0.609,0.44,0.144,0.096,0.497,0.55,0.103
44,620,0.158,0.462,0.625,0.226,0.304,0.514,0.649,0.119
44,720,0.15,0.566,0.473,0.161,0.195,0.37,0.61,0.153
44,820,0.193,0.491,0.368,0.149,0.257,0.124,0.433,0.094
44,920,0.103,0.582,0.347,0.198,0.051,0.475,0.684,0.088
44,1020,0.167,0.354,0.326,0.12,0.17,0.771,0.374,0.106
44,1120,0.165,0.378,0.347,0.131,0.14,0.321,0.469,0.091
45,100,0.068,0.32,0.329,0.151,0.048,0.576,0.521,0.091
45,200,0.325,0.661,0.442,0.137,0.106,0.319,0.48,0.109
45,300,0.038,0.648,0.55,0.144,0.193,0.377,0.458,0.131
45,400,0.115,0.471,0.891,0.162,0.184,0.427,0.551,0.169
45,500,0.191,0.711,0.362,0.13,0.156,0.236,0.44,0.116
45,600,0.055,0.615,0.586,0.145,0.148,0.312,0.469,0.205
45,700,0.108,0.876,0.331,0.183,0.069,0.476,0.552,0.092
45,800,0.17,0.247,0.526,0.108,0.284,0.31,0.388,0.119
45,900,0.076,0.569,0.333,0.153,0.055,0.579,0.552,0.097
45,1000,0.111,0.706,0.242,0.131,0.112,0.404,0.411,0.056
45,1100,0.049,0.75,0.535,0.148,0.11,0.766,0.548,0.126
46,80,0.112,0.368,0.388,0.455,0.092,0.466,0.633,0.109
46,180,0.116,0.375,0.4,0.205,0.214,0.497,0.584,0.156
46,280,0.077,0.49,0.546,0.173,0.098,0.813,0.584,0.159
46,380,0.1,0.632,0.378,0.228,0.28,0.131,0.359,0.093
46,480,0.11,0.417,0.353,0.16,0.266,0.66,0.582,0.234
46,580,0.345,0.096,0.426,0.155,0.257,0.701,0.531,0.124
46,680,0.216,0.263,0.385,0.17,0.054,0.193,0.517,0.121
46,780,0.081,0.939,0.283,0.163,0.143,0.332,0.5,0.102
46,880,0.042,0.707,0.439,0.216,0.251,0.693,0.707,0.093
46,980,0.028,0.679,0.426,0.181,0.157,0.416,0.513,0.123
46,1080,0.131,0.911,0.485,0.121,0.105,0.831,0.39,0.163
47,60,0.059,0.321,0.215,0.16,0.118,0.32,0.596,0.089
47,160,0.103,0.974,0.343,0.231,0.155,0.334,0.731,0.095
47,260,0.044,0.748,0.507,0.195,0.081,0.55,0.531,0.165
47,360,0.143,0.376,0.455,0.254,0.16,0.375,0.791,0.091
47,460,0.054,0.614,0.45,0.213,0.194,0.278,0.638,0.108
47,560,0.206,0.949,0.391,0.152,0.243,0.194,0.577,0.089
47,660,0.235,0.489,0.363,0.098,0.208,0.154,0.372,0.093
47,760,0.037,0.641,0.445,0.139,0.163,0.655,0.478,0.083
47,860,0.063,0.976,0.423,0.166,0.123,0.572,0.589,0.099
47,960,0.094,1.021,0.421,0.218,0.064,0.362,0.681,0.128
47,1060,0.031,0.951,0.314,0.242,0.05,0.613,0.995,0.096
48,40,0.033,0.865,0.503,0.184,0.112,0.534,0.612,0.081
48,140,0.02,1.113,0.803,0.305,0.07,0.769,0.747,0.227
48,240,0.014,1.058,0.343,0.245,0.03,0.792,0.683,0.1
48,340,0.028,0.581,0.332,0.179,0.036,0.602,0.881,0.098
48,440,0.06,1.059,0.379,0.237,0.149,0.286,0.901,0.11
48,540,0.057,0.544,0.952,0.166,0.046,0.422,0.517,0.402
48,640,0.137,0.297,0.29,0.132,0.094,0.492,0.525,0.067
48,740,0.017,0.939,0.397,0.199,0.103,0.23,0.759,0.082
48,840,0.139,0.348,0.315,0.165,0.106,0.314,0.555,0.098
48,940,0.08,0.786,0.347,0.181,0.221,0.364,0.486,0.133
48,1040,0.054,0.985,0.388,0.168,0.14,0.296,0.53,0.127
49,20,0.063,0.626,0.38,0.129,0.117,0.369,0.386,0.078
49,120,0.101,0.623,0.424,0.159,0.107,0.369,0.554,0.15
49,220,0.204,0.33,0.37,0.146,0.1,0.27,0.445,0.101
49,320,0.226,0.177,0.376,0.159,0.216,0.682,0.626,0.13
49,420,0.117,0.715,0.559,0.094,0.218,0.47,0.407,0.11
49,520,0.087,0.541,0.332,0.143,0.131,0.474,0.48,0.104
49,620,0.216,0.186,0.36,0.163,0.236,0.334,0.579,0.135
49,720,0.155,0.884,0.293,0.223,0.184,0.397,0.603,0.096
49,820,0.061,0.575,0.328,0.155,0.146,0.457,0.487,0.093
49,920,0.185,0.681,0.387,0.128,0.094,0.455,0.443,0.137
49,1020,0.098,0.403,0.342,0.14,0.053,0.751,0.531,0.085
49,1120,0.072,0.525,0.263,0.23,0.147,0.37,0.605,0.093
50,100,0.102,0.695,0.43,0.164,0.03,0.212,0.607,0.114
50,200,0.02,0.906,0.596,0.134,0.226,0.416,0.467,0.184
50,300,0.109,0.517,0.426,0.132,0.146,0.746,0.516,0.119
50,400,0.101,0.485,0.378,0.155,0.124,0.424,0.608,0.094
50,500,0.109,0.363,0.414,0.154,0.153,0.411,0.57,0.134
50,600,0.026,1.055,1.119,0.18,0.168,0.543,0.556,0.096
50,700,0.093,0.613,0.282,0.099,0.187,0.492,0.466,0.073
50,800,0.047,0.916,0.283,0.166,0.091,0.566,0.577,0.073
50,900,0.048,0.527,0.495,0.169,0.11,0.378,0.521,0.152
50,1000,0.032,0.668,0.339,0.153,0.122,0.334,0.485,0.114
50,1100,0.156,0.256,0.307,0.135,0.069,0.54,0.462,0.097
51,80,0.059,0.366,0.387,0.197,0.146,0.394,0.638,0.109
51,180,0.068,0.755,0.515,0.155,0.064,0.165,0.466,0.158
51,280,0.059,0.726,0.266,0.178,0.162,0.517,0.584,0.06
51,380,0.196,0.336,0.422,0.118,0.175,0.339,0.472,0.108
51,480,0.259,0.179,0.347,0.152,0.024,0.765,0.44,0.093
51,580,0.152,0.421,0.325,0.139,0.215,0.433,0.556,0.094
51,680,0.142,0.314,0.335,0.137,0.064,0.512,0.488,0.126
51,780,0.166,0.287,0.22,0.183,0.338,0.425,0.568,0.061
51,880,0.151,0.254,0.344,0.183,0.123,0.528,0.502,0.092
51,980,0.221,0.553,0.235,0.095,0.147,0.329,0.32,0.096
51,1080,0.179,0.252,0.393,0.141,0.181,0.483,0.389,0.092
52,60,0.177,0.201,0.38,0.194,0.101,0.387,0.64,0.103
52,160,0.229,0.7,0.321,0.147,0.334,0.735,0.435,0.078
52,260,0.034,0.401,0.381,0.149,0.101,0.789,0.522,0.103
52,360,0.056,0.619,0.598,0.336,0.195,0.58,0.659,0.12
52,460,0.078,0.637,0.685,0.184,0.19,0.465,0.584,0.115
52,560,0.109,0.405,0.317,0.226,0.022,0.707,0.762,0.087
52,660,0.216,0.201,0.291,0.191,0.258,0.605,0.536,0.102
52,760,0.211,0.203,0.472,0.942,0.109,0.354,0.703,0.112
52,860,0.166,0.361,0.326,0.196,0.255,0.428,0.741,0.108
52,960,0.097,0.511,0.559,0.211,0.124,0.465,0.763,0.184
52,1060,0.123,1.425,0.743,0.228,0.16,0.352,0.611,0.121
53,40,0.129,0.36,0.466,0.209,0.336,0.989,0.61,0.123
53,140,0.102,0.592,0.341,0.213,0.038,0.705,0.561,0.101
53,240,0.1,0.659,0.677,0.121,0.219,0.506,0.405,0.144
53,340,0.123,0.445,0.323,0.194,0.234,0.804,0.539,0.118
53,440,0.048,0.388,0.336,0.179,0.045,0.725,0.545,0.092
53,540,0.12,0.989,0.301,0.171,0.222,0.29,0.57,0.072
53,640,0.146,1.16,0.396,0.301,0.079,0.459,0.624,0.094
53,740,0.1,0.603,0.374,0.488,0.044,0.128,0.974,0.101
53,840,0.083,0.488,0.303,0.198,0.282,0.685,0.629,0.085
53,940,0.122,0.312,0.42,0.198,0.226,0.239,0.55,0.125
53,1040,0.037,0.317,0.426,0.128,0.168,0.498,0.423,0.133
54,20,0.071,0.901,0.347,0.243,0.066,0.72,0.856,0.084
54,120,0.038,0.408,0.337,0.185,0.077,0.241,0.695,0.092
54,220,0.192,0.423,0.36,0.196,0.208,0.396,0.632,0.089
54,320,0.093,0.416,0.33,0.149,0.112,0.378,0.578,0.088
54,420,0.124,0.526,0.601,0.188,0.312,0.221,0.595,0.101
54,520,0.138,0.374,0.347,0.167,0.247,0.314,0.514,0.078
54,620,0.078,0.173,0.263,0.109,0.175,0.47,0.329,0.069
54,720,0.113,0.201,0.324,0.117,0.289,0.308,0.388,0.11
54,820,0.224,0.371,0.375,0.108,0.075,0.093,0.389,0.105
54,920,0.098,0.608,0.49,0.173,0.133,0.706,0.627,0.131
54,1020,0.1,0.673,0.327,0.165,0.033,0.472,0.51,0.083
54,1120,0.061,0.551,0.604,0.202,0.296,0.513,0.573,0.18
55,100,0.034,0.528,0.477,0.145,0.106,0.421,0.631,0.132
55,200,0.081,0.463,0.454,0.168,0.139,0.303,0.601,0.114
55,300,0.067,0.543,0.357,0.171,0.235,0.536,0.488,0.089
55,400,0.056,0.547,0.487,0.164,0.18,0.336,0.574,0.094
55,500,0.046,0.411,0.481,0.121,0.178,0.918,0.403,0.165
55,600,0.065,0.097,0.304,0.168,0.201,0.624,0.574,0.094
55,700,0.049,0.361,0.258,0.119,0.195,0.347,0.412,0.113
55,800,0.055,0.831,0.415,0.154,0.205,0.57,0.537,0.096
55,900,0.051,1.124,0.325,0.15,0.076,0.529,0.507,0.082
55,1000,0.232,0.224,0.32,0.154,0.055,0.425,0.517,0.09
55,1100,0.043,0.487,0.33,0.153,0.219,0.802,0.546,0.14
56,80,0.125,0.375,0.493,0.168,0.177,0.593,0.568,0.169
56,180,0.046,0.604,0.461,0.14,0.142,0.715,0.53,0.146
56,280,0.168,1.025,0.667,0.362,0.047,0.724,0.679,0.114
56,380,0.098,0.763,0.351,0.144,0.09,0.489,0.54,0.092
56,480,0.077,0.843,0.74,0.158,0.206,0.275,0.62,0.189
56,580,0.055,0.656,0.409,0.159,0.209,0.594,0.569,0.111
